,mean,std,skew,kurt,Sobel_Mean,Sobel_std,Sobel_Skew,Sobel_Kurt,Lap_Mean,Lap_std,Lap_Skew,Lap_Kurt
40,124.8677978515625,27.10988899484341,-1.3350086411445599,1.4503359661435264,14.98101806640625,15.633157035296193,2.4955839555790402,8.911210583995397,10.49072265625,12.238964811203017,3.6066912334190397,22.315820561264797
41,146.57733154296875,10.819720446588907,-1.7693997317651453,3.904567941904626,9.6837158203125,11.481905691002154,3.6416006242486567,17.050629595290875,10.1585693359375,13.405402575752216,3.6855515234131606,18.450443002451756
42,125.20489501953125,31.608983305976746,-1.1858832700156519,1.9041280573369552,24.28302001953125,25.566413444978306,2.3057148928972326,7.378672878469908,14.57568359375,16.65034081497866,2.484160395423002,7.917961420511794
43,118.823974609375,28.082095037523114,-0.899893328208519,0.33594872771160844,15.67596435546875,15.960357054271505,2.472086494069706,9.745324708310811,10.6500244140625,12.106632276426756,2.8678883982177905,12.224362762373977
44,145.8466796875,11.051357691646981,-1.4443208105431637,3.534806753072792,10.41558837890625,12.79154365229655,3.5578145154200804,15.167220558230628,11.90380859375,16.685054379150714,3.923142550479961,19.984817375607555
45,126.90606689453125,30.40634533040345,-1.3977530359176635,2.7114080268092295,22.9677734375,27.191267192965434,2.4253236249243644,7.640629185729372,14.7958984375,17.27788734831556,2.4745246164510326,7.719713036906301
46,118.05657958984375,28.121689670800464,-0.7996667054668373,0.33834971469187813,16.5054931640625,15.759285962169452,2.138041325634702,7.009271788645966,10.97900390625,13.024753002168127,3.140777736962884,15.3256377032445
47,145.70672607421875,12.494119519652509,-0.22993283332862716,5.052720257668,12.1890869140625,17.854294075334867,3.948641618329052,17.620422159900947,13.7655029296875,21.642451775862362,4.067826521655812,20.6349522246823
48,125.06903076171875,30.00518066135733,-1.4532645142679115,2.8522846066533387,22.1932373046875,27.10427596641151,2.462253184435105,7.3631977220256974,14.5609130859375,18.01092469403676,2.8764119929745764,11.91959087783744
49,119.09722900390625,28.86317229022546,-0.7571529245498747,0.4589585522659618,17.79998779296875,17.558874657230156,2.2236008031942154,7.001651344598997,12.3128662109375,16.758541098129626,4.37363091230572,29.536030591415166
50,145.545166015625,13.787769237620164,0.42129276439622143,5.573588418119206,12.77264404296875,19.22531917702134,3.8533102799139454,16.632134031016356,13.3228759765625,18.608499701197367,3.0852036080075735,11.12733690525336
51,122.54766845703125,29.769661188436665,-1.4746109466211355,2.734026328699388,22.81298828125,27.432892150790952,2.2956361162689904,5.932814371921365,15.4884033203125,18.787457320309866,2.6739878693652295,10.175480927091026
52,119.35791015625,30.019075925470105,-0.6953639349154213,0.4959435305898068,19.90771484375,20.083383016404735,2.3963382960436723,7.982223111876143,13.600830078125,18.230126443481673,3.710203341141519,20.134631265041815
53,145.267333984375,14.812529849383527,0.743127899254939,5.4069912108543186,12.75128173828125,19.13690603899,3.8903753812178437,16.943182191853307,12.9180908203125,18.549109601304647,3.29938292362653,13.37706634907736
